Chlef ;2332;Souk el Tleta  
Chlef ;2333;Ouled Berradjah   
Chlef ;2350;Taougrite
Chlef ;2351;Bordj Baal   
Chlef ;2353;Souk el Arba  
Chlef ;2354;Chaabnia
Chlef ;2370;Ouled Ben Abdelkader  
Chlef ;2371;Zemoura
Chlef ;2372;Beni Ouazane   
Chlef ;2380;Sendjas
Chlef ;2390;El Hadjadj
Laghouat ;3000;Laghouat
Laghouat ;3001;Laghouat 1er Novembre  
Laghouat ;3100;Ksar el Hirane  
Laghouat ;3110;Sidi Makhlouf   
Laghouat ;3111;Bennana
Laghouat ;3120;Mekhareg
Laghouat ;3121;Reg Taounza   
Laghouat ;3130;El Assafia   
Laghouat ;3200;Ain Madhi   
Laghouat ;3200;M'hat Essoultane   
Laghouat ;3210;Tadjemout
Laghouat ;3220;El Houaita   
Laghouat ;3230;Kheneg
Laghouat ;3240;Tadjrouna
Laghouat ;3300;Hassi R'Mel   
Laghouat ;3310;Hassi Delaa   
Laghouat ;3400;Aflou
Laghouat ;3410;Sidi Bouzid   
Laghouat ;3420;Oued Morra   
Laghouat ;3430;Oued M'zi   
Laghouat ;3450;Beidha
Laghouat ;3450;Gueltat Sidi Saad  
Laghouat ;3451;Hassian Dhib   
Laghouat ;3452;Oued Touil   
Laghouat ;3500;Brida
Laghouat ;3501;Sidi Hamza   
Laghouat ;3510;El Ghicha   
Laghouat ;3520;Hadj Mechri   
Laghouat ;3521;Ain Bekai   
Laghouat ;3530;Sebgag
Laghouat ;3540;Taouiala
Laghouat ;3550;Ain Sidi Ali  
Oum el bouaghi ;4000;Oum el Bouaghi  
Oum el bouaghi ;4001;Sidi R'ghiss M'zi  
Oum el bouaghi ;4100;Ain Babouche   
Oum el bouaghi ;4101;Bir Amar   
Oum el bouaghi ;4120;Ksar Sbahi   
Oum el bouaghi ;4200;Ain Beida   
Oum el bouaghi ;4210;Berriche
Oum el bouaghi ;4212;Ain Ferhat   
Oum el bouaghi ;4230;Fkirina
Oum el bouaghi ;4241;Hanchir Douames   
Oum el bouaghi ;4250;Meskiana
Oum el bouaghi ;4251;Ain Sedjra   
Oum el bouaghi ;4252;Meliana
Oum el bouaghi ;4253;Guern Ahmar   
Oum el bouaghi ;4260;Behir Chergui   
Oum el bouaghi ;4270;El Djazia   
Oum el bouaghi ;4295;Dhala
Oum el bouaghi ;4300;Ain M'lila   
Oum el bouaghi ;4301;Bir Ogla   
Oum el bouaghi ;4302;El Djahli   
Oum el bouaghi ;4310;Ouled Hamla   
Oum el bouaghi ;4320;Bir Chouhada   
Oum el bouaghi ;4326;Hanchir Laatache   
Oum el bouaghi ;4330;Ouled Zouai   
Oum el bouaghi ;4335;Sigus
Oum el bouaghi ;4336;Ouled Naceur   
Oum el bouaghi ;4337;Taxas
Oum el bouaghi ;4345;Ain Fakroun   
Oum el bouaghi ;4347;Ain el Bordj  
Oum el bouaghi ;4350;Bougherara el Fedjoudj  
Oum el bouaghi ;4350;El Fedjoudj   
Oum el bouaghi ;4355;Ain Kercha   
Oum el bouaghi ;4360;El Harmilia   
Oum el bouaghi ;4365;Hanchir Toumghani
Batna ;5000;Batna
Batna ;5100;Tazoult
Batna ;5110;Fesdis
Batna ;5111;Bouilef Fesdis   
Batna ;5112;Cite des Freres Benchadi  
Batna ;5120;Oued Chaaba   
Batna ;5121;Hamla
Batna ;5130;Timgad
Batna ;5131;Sidi Maniar   
Batna ;5140;Ouyoun El Assafir  
Batna ;5200;Arris
Batna ;5201;Bellihoud
Batna ;5202;T'zouket
Batna ;5221;El Hadjadj   
Batna ;5222;Medina
Batna ;5230;Foum Toub   
Batna ;5240;Inoughissen
Batna ;5250;T'kout
Batna ;5252;Kef Laarous   
Batna ;5253;Chennaoura
Batna ;5254;Sidi Ali   
Batna ;5255;Rhoufi
Batna ;5256;Tifelfel
Batna ;5270;Ghassira
Batna ;5281;Tibikaouine
Batna ;5300;Merouana
Batna ;5301;El Ksar   
Batna ;5321;M'cil
Batna ;5330;Talkhempt
Batna ;5340;Oued el Maa  
Batna ;5360;Seriana
Batna ;5361;Draa el Gbor  
Batna ;5362;Taga
Batna ;5380;Ain Djasser   
Batna ;5381;Ain el Beida  
Batna ;5382;Theniet Sedra   
Batna ;5383;Zana
Batna ;5395;Hidoussa
Batna ;5396;R'hawat
Batna ;5400;Barika
Batna ;5401;Ouled Derradji   
Batna ;5410;Ouled Ammar   
Batna ;5421;Metkaouak
Batna ;5430;M'doukel
Batna ;5440;Bitam
Batna ;5441;Ouled Aiche   
Batna ;5450;Djezzar
Batna ;5500;Ain Touta   
Batna ;5501;Beni Makhlouf   
Batna ;5501;Ras el Ma  
Batna ;5502;Laadjalat
Batna ;5510;Ouled Aouf   
Batna ;5520;Maafa
Batna ;5530;Beni Foudala   
Batna ;5540;Seggana
Batna ;5541;Tazaghet
Batna ;5600;N'gaous
Batna ;5601;Fenarou
Batna ;5602;Tifrene
Batna ;5610;Sefiane
Batna ;5620;Boummaguer
Batna ;5630;Ras el Aioun  
Batna ;5640;Rahbat
Batna ;5650;Guigba
Batna ;5660;Taxlent
Batna ;5661;Tinibaouine
Batna ;5670;Lemcen
Batna ;5680;Ouled Slimane   
Batna ;5681;Djeriat
Batna ;5682;Tarf
Batna ;5690;Gosbat
Batna ;5700;Teniet El Abed  
Batna ;5701;Baali
Batna ;5702;T'letz
Batna ;5703;Chir
Batna ;5704;Ouled Azzouz   
Batna ;5710;Nouader
Batna ;5720;Menaa
Batna ;5721;Amentane
Batna ;5722;Aoughanime
Batna ;5723;Nara
Batna ;5724;Ouarka
Batna ;5740;Bouzina
Batna ;5741;Mezeline
Batna ;5742;Taggoust el Hamra  
Batna ;5750;Tigharghar
Batna ;5760;Oued Taga   
Batna ;5761;Ali Gader   
Batna ;5762;Baiou
Batna ;5800;El Madher   
Batna ;5810;Boumia
Batna ;5811;Ain Romane   
Batna ;5820;Djerma
Batna ;5821;Sidi Khiar   
Batna ;5830;Chemmora
Batna ;5831;El Kouachia   
Batna ;5840;Boulhilat
Batna ;5851;Touffana
Batna ;5852;Legrine
Batna ;5853;Bou el Freis  
Batna ;5860;Ain Yagout   
Batna ;5861;Draa Boultif
Bijaia ;6000;Bijaia
Bijaia ;6001;Amtik N'tafat   
Bijaia ;6100;Tichi
Bijaia ;6101;Taguemont
Bijaia ;6120;Oued Ghir   
Bijaia ;6121;Mellala
Bijaia ;6130;Aokas
Bijaia ;6131;Ifalene
Bijaia ;6132;Akkar
Bijaia ;6140;Tizi N'berber   
Bijaia ;6210;Ighram
Bijaia ;6231;Ighzer Amokrane   
Bijaia ;6240;Ighil Ali   
Bijaia ;6241;Tizi Alouane   
Bijaia ;6251;Guendouze
Bijaia ;6260;Boudjellil
Bijaia ;6261;Beni Mansour   
Bijaia ;6270;Tazmalt
Bijaia ;6271;Beniouamar
Bijaia ;6280;Beni Mellikeche   
Bijaia ;6290;Bouhamza
Bijaia ;6300;Amizour
Bijaia ;6301;Taddert Tamokrant   
Bijaia ;6310;El Kseur   
Bijaia ;6311;Garet
Bijaia ;6320;Barbacha
Bijaia ;6321;Khellil
Bijaia ;6322;Sidi Ali   
Bijaia ;6330;Feraoun
Bijaia ;6340;Toudja
Bijaia ;6350;Semaoun
Bijaia ;6351;Aghbala
Bijaia ;6352;Aourir Adjissa   
Bijaia ;6353;Ighil N'sebt   
Bijaia ;6354;Semaoun (Chemini)   
Bijaia ;6371;Tizi N'tindjit   
Bijaia ;6401;Adekar Kebouche   
Bijaia ;6402;Kiria
Bijaia ;6403;Tizi Ougueni   
Bijaia ;6411;Akfadou
Bijaia ;6411;Tizamourine
Bijaia ;6412;Sillal
Bijaia ;6421;Assam
Bijaia ;6431;Djeblaa
Bijaia ;6432;Tizi el Korn  
Bijaia ;6500;Seddouk
Bijaia ;6501;Immoula
Bijaia ;6511;Akourma
Bijaia ;6512;Bouhitem
Bijaia ;6520;Tamokra
Bijaia ;6530;Beni Maouche   
Bijaia ;6531;Aguemoune Beni Khiar  
Bijaia ;6532;Ait Adjissa   
Bijaia ;6540;Sidi-Said
Bijaia ;6600;Kherrata
Bijaia ;6601;Adjioun
Bijaia ;6621;Bordj-Mira
Bijaia ;6622;Ait Idriss   
Bijaia ;6630;Ait Smail   
Bijaia ;6631;Tergregt
Bijaia ;6640;Darguina
Bijaia ;6641;El Alem   
Bijaia ;6650;Tamridjet
Bijaia ;6660;Souk El Tinine  
Bijaia ;6700;Sidi Aich   
Bijaia ;6710;Leflaye
Bijaia ;6720;Tinabdher
Bijaia ;6730;Tibane
Bijaia ;6740;Sidi Ayad   
Bijaia ;6751;Akabiou
Bijaia ;6752;Ighil Outouaf   
Bijaia ;6761;Tala Tazert   
Bijaia ;6762;Timezrit il Matten  
Bijaia ;6770;Chemini
Bijaia ;6771;Takrietz
Bijaia ;6042;Tiliouacadi
Biskra ;7000;Biskra
Biskra ;7003;Biskra Air   
Biskra ;7004;Biskra el Alia  
Biskra ;7005;Biskra Star Melouk  
Biskra ;7006;Biskra Cite el Amal  
Biskra ;7100;El Outaya   
Biskra ;7101;Farfar
Biskra ;7110;Djemmorah
Biskra ;7111;Guedila
Biskra ;7120;Branis
Biskra ;7130;El Kantara   
Biskra ;7131;Ain Ghezzal   
Biskra ;7131;El Kantara les Gorges  
Biskra ;7140;Ain Zaatout   
Biskra ;7141;Tizi
Biskra ;7200;Sidi Okba   
Biskra ;7201;Seriana
Biskra ;7202;El Horaya   
Biskra ;7210;El Haouch   
Biskra ;7211;Sidi M'Hamed Moussa  
Biskra ;7220;Ain Naga   
Biskra ;7230;M'Chouneche
Biskra ;7231;Baniane
Biskra ;7240;M'Ziraa
Biskra ;7241;Tadjemout
Biskra ;7242;Sidi Mesmoudi   
Biskra ;7250;Zeribet El Oued  
Biskra ;7251;Bades
Biskra ;7252;Zeribet Hamed   
Biskra ;7260;El Feidh   
Biskra ;7261;El Oualadja   
Biskra ;7270;Chetma
Biskra ;7271;Droh
Biskra ;7280;Khangat Sidi Nadji  
Biskra ;7300;Tolga
Biskra ;7310;Lioua
Biskra ;7315;Oumache
Biskra ;7316;Zaatacha Ben Boulaid  
Biskra ;7317;Megloub
Biskra ;7321;Ain el Kerma  
Biskra ;7325;Ourlal
Biskra ;7330;M'Lili
Biskra ;7335;Mekhadma
Biskra ;7340;Foughala
Biskra ;7345;Bordj Ben Azzouz  
Biskra ;7350;El Ghrous   
Biskra ;7351;Mobar Mohamed   
Biskra ;7355;Bouchagroune
Biskra ;7360;Lichana
Biskra ;7400;Ouled Djellal   
Biskra ;7401;Ferfad Ali   
Biskra ;7402;Difel
Biskra ;7410;Doucen
Biskra ;7421;Besbes
Biskra ;7430;Sidi Khaled   
Biskra ;7431;Arich Hamoula   
Biskra ;7432;Sidi Khaled Drissi   Med    
Biskra ;7441;Chiaba
Biskra ;7451;Ras el Miaad  
Bechar ;8000;Bechar
Bechar ;8001;Ouakda
Bechar ;8002;Bechar Djedid   
Bechar ;8100;Beni Ounif   
Bechar ;8101;Rosf Taiba   
Bechar ;8110;Lahmar
Bechar ;8130;Boukais
Bechar ;8140;Kenadsa
Bechar ;8150;Meridja
Bechar ;8200;Abadla
Bechar ;8201;Djorf el Barda  
Bechar ;8202;Hassi Menounat   
Bechar ;8203;Guir Lotfi   
Bechar ;8210;Mechraa Houari Boumedienne  
Bechar ;8220;Erg Ferradj   
Bechar ;8230;Taghit
Bechar ;8240;Tabelbala
Bechar ;8300;Beni Abbes   
Bechar ;8301;Ougarta
Bechar ;8302;Zeghamra
Bechar ;8320;Igli
Bechar ;8321;Mazzer
Bechar ;8330;Kerzaz
Bechar ;8331;Guerzim
Bechar ;8340;Beni Ikhlef   
Bechar ;8350;El Ouata   
Bechar ;8360;Ouled Khoudir   
Bechar ;8370;Timoudi
Bechar ;8380;Ksabi
Blida;9000;Blida
Blida;9002;Sidi Kebir   
Blida;9003;Blida Derbali Ali  
Blida;9100;Ouled Yaich   
Blida;9101;Ouled Yaich Universiti  
Blida;9110;Chrea
Blida;9120;Bouarfa
Blida;9130;Beni Merad   
Blida;9200;El Affroun   
Blida;9201;Beni Mouimene   
Blida;9210;Mouzaia
Blida;9211;Beni Ghougrane   
Blida;9220;Ain Romana   
Blida;9230;Ouled El Alleug  
Blida;9231;Ben Salah   
Blida;9240;Beni Tamou   
Blida;9250;Chiffa
Blida;9251;Bordj Emir Abdelkader  
Blida;9252;Ahle el Oued   et Henia   
Blida;9253;Sidi Madani   
Blida;9260;Oued Djer   
Blida;9261;Souakhria
Blida;9300;Larbaa
Blida;9310;Souhane
Blida;9320;Meftah
Blida;9330;Djebabra
Blida;9340;Sidi Moussa   
Blida;9350;Bougara
Blida;9351;Beni Missera   
Blida;9360;Hammam Melouane   
Blida;9370;Ouled Selama   
Blida;9400;Boufarik
Blida;9402;Sidi Aid   
Blida;9403;Ben Hamdani   
Blida;9410;Tassala el Merdja  
Blida;9420;Beni Khellil   
Blida;9430;Birtouta
Blida;9440;Ouled Chebel   
Blida;9450;Bouinan
Blida;9451;Amroussa
Blida;9452;Mellaha
Blida;9460;Chebli
Blida;9470;Soumaa
Blida;9471;Hallouya
Blida;9480;Guerrouaou
Bouira ;10000;Bouira
Bouira ;10002;Said Abid   
Bouira ;10100;M'chedallah
Bouira ;10110;Bezite
Bouira ;10120;Ain Turk   
Bouira ;10121;Zeboudja
Bouira ;10125;Ath Mansour   
Bouira ;10130;Hanif
Bouira ;10131;Ighil Nait Ameur  
Bouira ;10140;Saharidj
Bouira ;10145;Bechloul
Bouira ;10150;El Asnam   
Bouira ;10160;El Adjiba   
Bouira ;10167;Guentour
Bouira ;10167;Haizer
Bouira ;10168;Merkala
Bouira ;10170;Taghzout
Bouira ;10181;Zeriba
Bouira ;10182;Oued el Khemis  
Bouira ;10185;Ouled Rached   
Bouira ;10190;Chorfa
Bouira ;10191;Bahalil
Bouira ;10192;Takerboust
Bouira ;10196;Beni Hamdoune   
Bouira ;10200;Lakhdaria
Bouira ;10201;M'cid Zbarbora   
Bouira ;10210;Bouderbala
Bouira ;10211;Ouled Tchalabi   
Bouira ;10212;Sebt
Bouira ;10230;Guerrouma
Bouira ;10231;Ain Beida   
Bouira ;10240;Maala
Bouira ;10241;Zouabria
Bouira ;10242;Ouled Gacem   
Bouira ;10260;Kadiria
Bouira ;10261;Ouled Lalem   
Bouira ;10262;Beggas
Bouira ;10270;Aomar
Bouira ;10271;Krarib
Bouira ;10272;Tizi Larbaa   
Bouira ;10280;Djebahia
Bouira ;10281;Lahguia
Bouira ;10300;Sour El-Ghozlane   
Bouira ;10301;Guelt Zerga   
Bouira ;10310;Dechmia
Bouira ;10340;Bordj Okhriss   
Bouira ;10341;Mesdour
Bouira ;10342;Ain Terzine   
Bouira ;10350;Taguedit
Bouira ;10351;Zebara
Bouira ;10370;Dirah
Bouira ;10380;Hadjera Zerga   
Bouira ;10390;Maamora
Bouira ;10400;Ain Bessem   
Bouira ;10401;Sidi Yahia   
Bouira ;10410;Ain Laloui   
Bouira ;10420;Souk el Khemis  
Bouira ;10430;El Madjene Lotfi  
Bouira ;10440;Bir Ghbalou   
Bouira ;10441;El Khabouzia   
Bouira ;10460;Raouraoua
Bouira ;10470;El Hachimia   
Bouira ;10471;Hammam Ksenna   
Bouira ;10480;Ain El Hadjar  
Bouira ;10490;Oued el Berdi  
Bouira ;10491;Ouled Guerma
Tamanghasset ;11000;Tamanghasset
Tamanghasset ;11001;Amsel
Tamanghasset ;11100;In Amguel   
Tamanghasset ;11110;Ideles
Tamanghasset ;11120;Abalessa
Tamanghasset ;11121;Silet
Tamanghasset ;11130;In Guezzam   
Tamanghasset ;11140;Tazrouk
Tamanghasset ;11150;Tin Zaouatine   
Tamanghasset ;11200;In Salah   
Tamanghasset ;11201;Hassi Lahdjar   
Tamanghasset ;11202;Igostene
Tamanghasset ;11203;Sahla el Fougania  
Tamanghasset ;11210;In Ghar   
Tamanghasset ;11220;Fougaret ez Zouia  
Tamanghasset ;11221;Fougaret Larab
Tibessa ;12000;Tibessa
Tibessa ;12001;Brahmia Ahcene   
Tibessa ;12002;Djebel Annoual   
Tibessa ;12100;El Kouif   
Tibessa ;12101;Kissa
Tibessa ;12102;Dyr
Tibessa ;12103;Toualbia
Tibessa ;12110;Hammamet
Tibessa ;12112;Halloufa
Tibessa ;12130;Bekkaria
Tibessa ;12140;Lahouidjebet
Tibessa ;12150;Boulhaf
Tibessa ;12160;El Ma Labiodh  
Tibessa ;12200;Bir el-Ater   
Tibessa ;12201;Ain Zeguiegue   
Tibessa ;12210;El Ogla el   Malha    
Tibessa ;12220;Oum Ali   
Tibessa ;12231;Bir el Ouesra  
Tibessa ;12240;Negrine
Tibessa ;12250;Ferkane
Tibessa ;12300;El Aouinet   
Tibessa ;12310;Boukhadra
Tibessa ;12311;Mesloula
Tibessa ;12320;Ain Zerga   
Tibessa ;12330;El Meridj   
Tibessa ;12340;Morsott
Tibessa ;12341;Toricha
Tibessa ;12350;Ouenza
Tibessa ;12351;Ain Sidi Salah  
Tibessa ;12400;Cheria
Tibessa ;12410;Tlidjene
Tibessa ;12413;Guentis
Tibessa ;12415;Ain Ghrab   
Tibessa ;12420;Bir Mokkadem   
Tibessa ;12421;Tazbent
Tibessa ;12440;El Ogla   
Tibessa ;12460;Bedjene
Tlemcen ;13000;Tlemcen
Tlemcen ;13016;Mansourah (Tlemcen)   
Tlemcen ;13111;Ain el Houtz  
Tlemcen ;13120;Beni Mester   
Tlemcen ;13121;Zelboun
Tlemcen ;13125;Terni
Tlemcen ;13130;Ain Ghoraba   
Tlemcen ;13140;Ouled Mimoun   
Tlemcen ;13150;Ain Tellout   
Tlemcen ;13151;Ain Nekrouf   
Tlemcen ;13022;Ain Fezza   
Tlemcen ;13180;Bensekrane
Tlemcen ;13181;Djerba Chelaida   
Tlemcen ;13182;Sidi Senoussi   
Tlemcen ;13185;Amieur
Tlemcen ;13190;Sidi Abdelli   
Tlemcen ;13200;Sebdou
Tlemcen ;13210;Aricha
Tlemcen ;13211;El Aouedj   
Tlemcen ;13220;El Gor   
Tlemcen ;13230;Beni Snous   
Tlemcen ;13231;Khemis
Tlemcen ;13241;Tleta
Tlemcen ;13250;Beni Bahdel   
Tlemcen ;13260;Sidi Djillali   
Tlemcen ;13261;Debbagh Magoura   
Tlemcen ;13262;El Abed   
Tlemcen ;13300;Maghnia
Tlemcen ;13301;Akid Lofti   
Tlemcen ;13302;Ain Zana Chebikla  
Tlemcen ;13310;Sabra
Tlemcen ;13320;Hammam Boughrara   
Tlemcen ;13321;Maaziz
Tlemcen ;13322;Sidi Mechhour   
Tlemcen ;13330;Sidi Medjahed   
Tlemcen ;13350;Bouhlou
Tlemcen ;13401;El Bor   
Tlemcen ;13402;Djemma Sekhra   
Tlemcen ;13410;Dar Yaghmouracene   
Tlemcen ;13420;Souahlia
Tlemcen ;13421;Mezaourou Sidi Brahim  
Tlemcen ;13430;Tianet
Tlemcen ;13440;Marsa Ben M'Hidi  
Tlemcen ;13441;Arbouz
Tlemcen ;13442;Boukanoun
Tlemcen ;13460;Bab el Assa  
Tlemcen ;13470;Souani
Tlemcen ;13480;Souk Thleta   
Tlemcen ;13500;Remchi
Tlemcen ;13510;Ain Youcef   
Tlemcen ;13520;El Fehoul   
Tlemcen ;13530;Sebaa Chioukh   
Tlemcen ;13540;Beni Ouarsous   
Tlemcen ;13541;Sidi Bendiaf   
Tlemcen ;13550;Hennaya
Tlemcen ;13551;Ouled Kadda   
Tlemcen ;13560;Ouled Riah   
Tlemcen ;13580;Honaine
Tlemcen ;13590;Souk el Khemis  
Tlemcen ;13591;Sidi Driss   
Tlemcen ;13600;Nedroma
Tlemcen ;13601;Khoriba
Tlemcen ;13610;Ain Kebira   
Tlemcen ;13620;Fellaoucene
Tlemcen ;13621;Boutrak
Tlemcen ;13640;Djebala
Tlemcen ;13641;Zekri Moussa Adjaidja  
Tiaret ;14000;Tiaret
Tiaret ;14001;Karman
Tiaret ;14100;Dahmouni
Tiaret ;14101;Ain Meriem   
Tiaret ;14110;Ain Bouchekif   
Tiaret ;14115;Guertoufa
Tiaret ;14116;Temda
Tiaret ;14120;Tagdempt
Tiaret ;14125;Mellakou
Tiaret ;14126;Ain Si Mesbah  
Tiaret ;14130;Rahouia
Tiaret ;14135;Djillali Ben Amar  
Tiaret ;14140;Sidi Ali Mellal  
Tiaret ;14145;Mechraa Safa   
Tiaret ;14150;Oued Lili   
Tiaret ;14155;Tidda
Tiaret ;14160;Sidi Hosni   
Tiaret ;14165;Meghila
Tiaret ;14175;Mahdia
Tiaret ;14176;Si Haoues   
Tiaret ;14180;Ain Sebain   
Tiaret ;14185;Hamadia
Tiaret ;14190;Bougara
Tiaret ;14191;Ouarsenis el Beida  
Tiaret ;14200;Sougueur
Tiaret ;14201;Nador Menaouar   
Tiaret ;14210;Tousnina
Tiaret ;14220;Chehaima
Tiaret ;14230;Ain Deheb   
Tiaret ;14240;Naima
Tiaret ;14250;Medrissa
Tiaret ;14300;Ksar Chellala   
Tiaret ;14310;Rechaiga
Tiaret ;14320;Serghine
Tiaret ;14330;Z'Malet Emi Abdelkader  
Tiaret ;14340;Ain Zarit   
Tiaret ;14341;Dayet Terfes   
Tiaret ;14360;Si Abdelghani   
Tiaret ;14400;Frenda
Tiaret ;14411;Louhou
Tiaret ;14430;Ain Kermes   
Tiaret ;14431;Djebilet Rosfa   
Tiaret ;14460;Ouled Djerad   
Tiaret ;14470;Ain El Hadid  
Tiaret ;14480;Takhemaret
Tizi-Ouzou ;15000;Tizi Ouzou   
Tizi-Ouzou ;15001;Alma Beni Zmenzer  
Tizi-Ouzou ;15002;Boukhalfa
Tizi-Ouzou ;15003;Kemmouda
Tizi-Ouzou ;15004;Ait Hessane   
Tizi-Ouzou ;15005;Bouhinoun
Tizi-Ouzou ;15006;Redjaouna
Tizi-Ouzou ;15007;Tala Athmane   
Tizi-Ouzou ;15008;Tizi-Ouzou Chikhi   
Tizi-Ouzou ;15009;Timizar Loghbar   
Tizi-Ouzou ;15010;Tizi-Ouzou Anane Rabah  
Tizi-Ouzou ;15100;Drai Ben Khedda  
Tizi-Ouzou ;15101;Menacera
Tizi-Ouzou ;15102;Zeboudj Kara   
Tizi-Ouzou ;15110;Tirmitine
Tizi-Ouzou ;15120;Sidi Naamane   
Tizi-Ouzou ;15018;Tadmait
Tizi-Ouzou ;15141;Sidi Ali Bounab  
Tizi-Ouzou ;15151;Souk el Khemis  
Tizi-Ouzou ;15152;Berkouka
Tizi-Ouzou ;15153;Tizi Lilane   
Tizi-Ouzou ;15154;Tizi T'zougart   
Tizi-Ouzou ;15160;Souk el T'nine  
Tizi-Ouzou ;15171;Ait Smadh   
Tizi-Ouzou ;15190;Beni Douala   
Tizi-Ouzou ;15191;Beni Aissi   
Tizi-Ouzou ;15191;Ighil Bouzerou   
Tizi-Ouzou ;15192;Ait Iddir   
Tizi-Ouzou ;15193;Taguemount Azouz   
Tizi-Ouzou ;15194;Taguemount Oukerrouche   
Tizi-Ouzou ;15200;Ain el Hammam  
Tizi-Ouzou ;15221;Koukou
Tizi-Ouzou ;15230;Akbil
Tizi-Ouzou ;15240;Yatafene
Tizi-Ouzou ;15241;Ait Saada   
Tizi-Ouzou ;15242;Ait Mislaine   
Tizi-Ouzou ;15243;Ait Ouabane   
Tizi-Ouzou ;15251;Tassaft
Tizi-Ouzou ;15260;Iferhounene
Tizi-Ouzou ;15261;Souk El Had  
Tizi-Ouzou ;15262;Agouni Ouadallah   
Tizi-Ouzou ;15263;Iboudraren
Tizi-Ouzou ;15285;Ouacif
Tizi-Ouzou ;15300;Azazga
Tizi-Ouzou ;15301;Ait Issad   
Tizi-Ouzou ;15310;Ifigha
Tizi-Ouzou ;15311;Moknea
Tizi-Ouzou ;15312;Ait Bouada   
Tizi-Ouzou ;15315;Azzefoun
Tizi-Ouzou ;15320;Ait Chafia   
Tizi-Ouzou ;15326;Iguer Mahdi   
Tizi-Ouzou ;15327;Ait Ikhlef   
Tizi-Ouzou ;15327;Bouzeguine
Tizi-Ouzou ;15328;Iguer Safene   
Tizi-Ouzou ;15329;Tahouna Tkdimt   
Tizi-Ouzou ;15340;Freha
Tizi-Ouzou ;15341;Tamda
Tizi-Ouzou ;15342;Tala Tegana   
Tizi-Ouzou ;15345;Aghrib
Tizi-Ouzou ;15350;Mekla
Tizi-Ouzou ;15351;Agouni Bouafir   
Tizi-Ouzou ;15352;Djemaa Saharidj   
Tizi-Ouzou ;15352;Tizi N'terga   
Tizi-Ouzou ;15355;Souamia
Tizi-Ouzou ;15361;El Klaa   
Tizi-Ouzou ;15365;Yakouren
Tizi-Ouzou ;15366;Tifrit Nait el   Hadj    
Tizi-Ouzou ;15367;Chebel
Tizi-Ouzou ;15368;Tigounatine
Tizi-Ouzou ;15370;Akerrou
Tizi-Ouzou ;15375;Timizar
Tizi-Ouzou ;15376;Abizar
Tizi-Ouzou ;15377;Azarazene
Tizi-Ouzou ;15377;Izarazene
Tizi-Ouzou ;15378;Agouni Ouzaraz   
Tizi-Ouzou ;15380;Zekri
Tizi-Ouzou ;15390;Illoula Oumalou   
Tizi-Ouzou ;15391;Boubhir
